FromSite,FromWh,Item,Color,Size,Qty,ToSite,ToWh
KT,OB,85229,CEIL,XLG,49.0,KT,STL-L
KT,OB,85229,CEIL,XXL,28.0,KT,STL-L
KT,OB,85229,GREY,XLG,4.0,KT,STL-L
KT,OB,85229,GREY,XXL,84.0,KT,STL-L
KT,OB,85229,HUNTR,MED,5.0,KT,STL-L
KT,OB,85229,NAVY,3XL,449.0,KT,STL-L
KT,OB,85229,NAVY,4XL,129.0,KT,STL-L
KT,OB,85229,NAVY,LGE,70.0,KT,STL-L
KT,OB,85229,NAVY,MED,893.0,KT,STL-L
KT,OB,85229,NAVY,SML,360.0,KT,STL-L
KT,OB,85229,NAVY,XLG,806.0,KT,STL-L
KT,OB,85229,NAVY,XXL,236.0,KT,STL-L
KT,OB,85229,ROYAL,LGE,28.0,KT,STL-L
KT,OB,85229,ROYAL,MED,7.0,KT,STL-L
KT,OB,85229,ROYAL,SML,54.0,KT,STL-L
KT,OB,85229,ROYAL,XLG,60.0,KT,STL-L
KT,OB,85229,ROYAL,XSM,42.0,KT,STL-L
KT,OB,85229,TEAL,3XL,23.0,KT,STL-L
KT,OB,85229,TEAL,LGE,48.0,KT,STL-L
KT,OB,85229,TEAL,MED,58.0,KT,STL-L
KT,OB,85229,TEAL,XLG,26.0,KT,STL-L
KT,OB,85229,TEAL,XSM,9.0,KT,STL-L
KT,OB,9207,NRLK,MED,29.0,KT,STL-L
KT,OB,9312,GRFS,LGE,2.0,KT,STL-L
KT,OB,C20489,BCPR,XLG,4.0,KT,STL-L
KT,OB,C20489,BCPR,XSM,1.0,KT,STL-L
KT,OB,C20489,BEPR,3XL,1.0,KT,STL-L
KT,OB,C20489,BEPR,LGE,4.0,KT,STL-L
KT,OB,C20489,BEPR,MED,10.0,KT,STL-L
KT,OB,C20489,BEPR,SML,4.0,KT,STL-L
KT,OB,C20489,BEPR,XLG,4.0,KT,STL-L
KT,OB,C20489,BEPR,XXL,4.0,KT,STL-L
KT,OB,C20489,BKPR,3XL,6.0,KT,STL-L
KT,OB,C20489,STPR,SML,9.0,KT,STL-L
KT,OB,C20489,STPR,XLG,10.0,KT,STL-L
KT,OB,C20489,STPR,XXL,1.0,KT,STL-L
KT,OB,C20489,TNPR,SML,6.0,KT,STL-L
KT,OB,C2105,BCPR,3XL,6.0,KT,STL-L
KT,OB,C2105,BCPR,LGE,29.0,KT,STL-L
KT,OB,C2105,BCPR,XLG,11.0,KT,STL-L
KT,OB,C2105,BCPR,XSM,14.0,KT,STL-L
KT,OB,C2105,BCPR,XXL,7.0,KT,STL-L
KT,OB,C2105,BEPR,3XL,33.0,KT,STL-L
KT,OB,C2105,BEPR,4XL,10.0,KT,STL-L
KT,OB,C2105,BKPR,XLG,18.0,KT,STL-L
KT,OB,C2105,BKPR,XXL,11.0,KT,STL-L
KT,OB,C2105,STPR,XLG,12.0,KT,STL-L
KT,OB,C2105,TNPR,3XL,1.0,KT,STL-L
KT,OB,C2105,TNPR,LGE,33.0,KT,STL-L
KT,OB,C2105,TNPR,MED,3.0,KT,STL-L
KT,OB,C2105,TNPR,SML,6.0,KT,STL-L
KT,OB,C2105,TNPR,XLG,12.0,KT,STL-L
KT,OB,C2105,TNPR,XSM,4.0,KT,STL-L
KT,OB,C2105,TNPR,XXL,6.0,KT,STL-L
KT,OB,C21059,BCPR,4XL,5.0,KT,STL-L
KT,OB,C21059,BCPR,MED,41.0,KT,STL-L
KT,OB,C21059,BEPR,MED,2.0,KT,STL-L
KT,OB,C21059,BEPR,SML,4.0,KT,STL-L
KT,OB,C21059,BEPR,XSM,6.0,KT,STL-L
KT,OB,C21059,BEPR,XXL,10.0,KT,STL-L
KT,OB,C21059,BKPR,LGE,123.0,KT,STL-L
KT,OB,C21059,BKPR,XXL,30.0,KT,STL-L
KT,OB,C21059,BTPR,3XL,3.0,KT,STL-L
KT,OB,C21059,BTPR,XLG,7.0,KT,STL-L
KT,OB,C21059,STPR,4XL,4.0,KT,STL-L
KT,OB,C21059,STPR,XSM,7.0,KT,STL-L
KT,OB,C21059,STPR,XXL,13.0,KT,STL-L
KT,OB,C21059,TNPR,5XL,8.0,KT,STL-L
KT,OB,C21059,TNPR,MED,450.0,KT,STL-L
KT,OB,C21059,TNPR,XSM,110.0,KT,STL-L
KT,OB,C3046,BCPR,MED,50.0,KT,STL-L
KT,OB,C3046,BKPR,LGE,50.0,KT,STL-L
KT,OB,C3046,BKPR,XSM,45.0,KT,STL-L
KT,OB,C3046,STPR,4XL,10.0,KT,STL-L
KT,OB,C3046,STPR,LGE,20.0,KT,STL-L
KT,OB,C3046,STPR,SML,23.0,KT,STL-L
KT,OB,C3046,STPR,XLG,50.0,KT,STL-L
KT,OB,C3046,STPR,XSM,29.0,KT,STL-L
KT,OB,C3046,TNPR,3XL,48.0,KT,STL-L
KT,OB,C3046,TNPR,4XL,25.0,KT,STL-L
KT,OB,C3046,TNPR,5XL,19.0,KT,STL-L
KT,OB,C3046,TNPR,XLG,21.0,KT,STL-L
KT,OB,C3046,TNPR,XSM,24.0,KT,STL-L
KT,OB,C30469,BCPR,MED,32.0,KT,STL-L
KT,OB,C30469,BEPR,XSM,2.0,KT,STL-L
KT,OB,C30469,BKPR,LGE,16.0,KT,STL-L
KT,OB,C30469,BKPR,MED,51.0,KT,STL-L
KT,OB,C30469,BKPR,XLG,25.0,KT,STL-L
KT,OB,C30469,BTPR,XXL,14.0,KT,STL-L
KT,OB,C30469,STPR,5XL,3.0,KT,STL-L
KT,OB,C30469,STPR,MED,2.0,KT,STL-L
KT,OB,C41719,BKPR,XLG,46.0,KT,STL-L
KT,OB,C41719,STPR,XXL,2.0,KT,STL-L
KT,OB,C4260,BCPR,LGE,10.0,KT,STL-L
KT,OB,C4260,BCPR,XLG,10.0,KT,STL-L
KT,OB,C4260,BKPR,SML,40.0,KT,STL-L
KT,OB,C4260,STPR,LGE,50.0,KT,STL-L
KT,OB,C4260,STPR,SML,37.0,KT,STL-L
KT,OB,C4260,STPR,XSM,9.0,KT,STL-L
KT,OB,C4260,TNPR,LGE,12.0,KT,STL-L
KT,OB,C4260,TNPR,MED,94.0,KT,STL-L
KT,OB,C4260,TNPR,XLG,12.0,KT,STL-L
KT,OB,C42609,BCPR,4XL,28.0,KT,STL-L
KT,OB,C42609,BCPR,5XL,10.0,KT,STL-L
KT,OB,C42609,BCPR,MED,340.0,KT,STL-L
KT,OB,C42609,BCPR,SML,278.0,KT,STL-L
KT,OB,C42609,BCPR,XLG,288.0,KT,STL-L
KT,OB,C42609,BEPR,4XL,8.0,KT,STL-L
KT,OB,C42609,BKPR,3XL,3.0,KT,STL-L
KT,OB,C42609,BKPR,XSM,7.0,KT,STL-L
KT,OB,C42609,STPR,LGE,18.0,KT,STL-L
KT,OB,C42609,STPR,MED,11.0,KT,STL-L
KT,OB,C42609,TNPR,LGE,16.0,KT,STL-L
KT,OB,C42609,TNPR,MED,36.0,KT,STL-L
KT,OB,C42609,TNPR,SML,10.0,KT,STL-L
KT,OB,CN75221,COBLT,SML,42.0,KT,STL-L
KT,OB,CNL85221,BLACK,SML,41.0,KT,STL-L
KT,OB,CW1212,CW30,1SZ,4.0,KT,STL-L
KT,OB,CW1337,CW105,2X,2.0,KT,STL-L
KT,OB,CW1337,CW105,L,5.0,KT,STL-L
KT,OB,CW1337,CW105,M,8.0,KT,STL-L
KT,OB,CW1337,CW105,S,6.0,KT,STL-L
KT,OB,CW1337,CW105,XL,5.0,KT,STL-L
KT,OB,CW1337,CW30,L,2.0,KT,STL-L
KT,OB,CW1337,CW40,L,6.0,KT,STL-L
KT,OB,CW1337,CW40,M,2.0,KT,STL-L
KT,OB,CW1337,CW40,S,6.0,KT,STL-L
KT,OB,CW1337,CW40,XL,3.0,KT,STL-L
KT,OB,CW1338,CW105,L,3.0,KT,STL-L
KT,OB,CW1338,CW105,M,9.0,KT,STL-L
KT,OB,CW1338,CW105,S,4.0,KT,STL-L
KT,OB,CW1338,CW105,XL,2.0,KT,STL-L
KT,OB,CW1338,CW105,XS,2.0,KT,STL-L
KT,OB,CW1338,CW30,3X,1.0,KT,STL-L
KT,OB,CW1338,CW30,L,6.0,KT,STL-L
KT,OB,CW1338,CW30,M,15.0,KT,STL-L
KT,OB,CW1338,CW30,S,5.0,KT,STL-L
KT,OB,CW1338,CW30,XS,4.0,KT,STL-L
KT,OB,CW1338,CW40,2X,4.0,KT,STL-L
KT,OB,CW1338,CW40,L,8.0,KT,STL-L
KT,OB,CW1338,CW40,M,9.0,KT,STL-L
KT,OB,CW1338,CW40,S,4.0,KT,STL-L
KT,OB,CW1338,CW40,XL,4.0,KT,STL-L
KT,OB,CW1338,CW40,XS,5.0,KT,STL-L
KT,OB,CW1390,CW30,5X,10.0,KT,STL-L
KT,OB,CW1390,CW30,S,24.0,KT,STL-L
KT,OB,CW1390,CW40,4X,1.0,KT,STL-L
KT,OB,CW1390,CW40,L,31.0,KT,STL-L
KT,OB,CW1390,CW40,XL,15.0,KT,STL-L
KT,OB,CW1691,CW211,1SZ,81.0,KT,STL-L
KT,OB,CW3000,CW11,L,5.0,KT,STL-L
KT,OB,CW3000,CW30,2X,15.0,KT,STL-L
KT,OB,CW3000,CW30,M,16.0,KT,STL-L
KT,OB,CW3000,CW30,XL,8.0,KT,STL-L
KT,OB,CW3000,CW50,M,1.0,KT,STL-L
KT,OB,CW3165,CW30,L,92.0,KT,STL-L
KT,OB,CW3165,CW30,M,125.0,KT,STL-L
KT,OB,CW3165,CW30,XL,37.0,KT,STL-L
KT,OB,CW3200,CW30,3X,16.0,KT,STL-L
KT,OB,CW3200,CW30,4X,40.0,KT,STL-L
KT,OB,CW3200,CW30,M,269.0,KT,STL-L
KT,OB,CW3200,CW30,S,105.0,KT,STL-L
KT,OB,CW3321CCT,CW30,L,47.0,KT,STL-L
KT,OB,CW3321CPS,CW50,S,21.0,KT,STL-L
KT,OB,CW3325,CW105,L,18.0,KT,STL-L
KT,OB,CW3325,CW30,L,104.0,KT,STL-L
KT,OB,CW3325,CW30,M,82.0,KT,STL-L
KT,OB,CW3325,CW30,S,58.0,KT,STL-L
KT,OB,CW3325,CW30,XL,79.0,KT,STL-L
KT,OB,CW3405,CW190,L,8.0,KT,STL-L
KT,OB,CW3500,CW105,L,1.0,KT,STL-L
KT,OB,CW3500,CW11,M,85.0,KT,STL-L
KT,OB,CW3500,CW11,XL,33.0,KT,STL-L
KT,OB,CW3500,CW30,2X,28.0,KT,STL-L
KT,OB,CW3500,CW30,L,98.0,KT,STL-L
KT,OB,CW3500,CW30,M,32.0,KT,STL-L
KT,OB,CW3500,CW30,S,17.0,KT,STL-L
KT,OB,CW3500,CW30,XL,70.0,KT,STL-L
KT,OB,CW3500,CW30,XS,1.0,KT,STL-L
KT,OB,CW3500,CW50,2X,14.0,KT,STL-L
KT,OB,CW3500,CW50,M,73.0,KT,STL-L
KT,OB,CW3500,CW50,S,90.0,KT,STL-L
KT,OB,CW3500,CW50,XL,41.0,KT,STL-L
KT,OB,CW3523,CW30,3X,30.0,KT,STL-L
KT,OB,CW4325,CW105,M,3.0,KT,STL-L
KT,OB,CW4325,CW105,XS,4.0,KT,STL-L
KT,OB,CW4325,CW30,2X,1.0,KT,STL-L
KT,OB,CW4325,CW30,L,26.0,KT,STL-L
KT,OB,CW4325,CW30,M,16.0,KT,STL-L
KT,OB,CW4325,CW30,S,4.0,KT,STL-L
KT,OB,CW4325,CW650,3X,23.0,KT,STL-L
KT,OB,CW4325,CW650,M,26.0,KT,STL-L
KT,OB,CW4325,CW650,S,4.0,KT,STL-L
KT,OB,CW4410,CW30,M,28.0,KT,STL-L
KT,OB,CW4412,CW40,2X,24.0,KT,STL-L
KT,OB,CW4412,CW40,L,139.0,KT,STL-L
KT,OB,CW4412,CW40,M,66.0,KT,STL-L
KT,OB,CW4412,CW40,XS,26.0,KT,STL-L
KT,OB,CW4413,CW105,M,15.0,KT,STL-L
KT,OB,CW4413,CW30,M,7.0,KT,STL-L
KT,OB,CW4413,CW56,XL,29.0,KT,STL-L
KT,OB,CW4705,CW30,3X,3.0,KT,STL-L
KT,OB,CW4705,CW30,5X,11.0,KT,STL-L
KT,OB,CW4705,CW30,L,17.0,KT,STL-L
KT,OB,CW4705,CW30,S,9.0,KT,STL-L
KT,OB,CW5630,CW40,L,37.0,KT,STL-L
KT,OB,CW5630,CW40,M,55.0,KT,STL-L
KT,OB,CW5630,CW40,S,1.0,KT,STL-L
KT,OB,CW5630,CW40,XL,10.0,KT,STL-L
KT,OB,CW5630,CW40,XS,16.0,KT,STL-L
KT,OB,CW5631,CW30,XS,3.0,KT,STL-L
KT,OB,CW5632,CW30,L,15.0,KT,STL-L
KT,OB,CW5632,CW30,M,1.0,KT,STL-L
KT,OB,CW5632,CW30,XL,9.0,KT,STL-L
KT,OB,LB400,BLK,S,5.0,KT,STL-L
KT,OB,LB400,WINE,S,18.0,KT,STL-L
KT,OB,LB401,BLK,S,2.0,KT,STL-L
KT,OB,LB401,PEWT,S,2.0,KT,STL-L
KT,OB,LB401,ROYL,S,6.0,KT,STL-L
KT,OB,LJ700,BLK,S,17.0,KT,STL-L
KT,OB,LJ700,NVY,S,18.0,KT,STL-L
KT,OB,LJ700,PEWT,S,18.0,KT,STL-L
KT,OB,LT100,BLK,S,3.0,KT,STL-L
KT,OB,LT100,ROYL,S,1.0,KT,STL-L
KT,OB,LT101,BLK,S,5.0,KT,STL-L
KT,OB,LT101,NVY,S,5.0,KT,STL-L
KT,OB,LT101,PEWT,S,5.0,KT,STL-L
KT,OB,LT103,BLK,S,15.0,KT,STL-L
KT,OB,LT103,NVY,S,18.0,KT,STL-L
KT,OB,LT103,PEWT,S,18.0,KT,STL-L
KT,OB,LT103,ROYL,S,18.0,KT,STL-L
KT,OB,LT103,WHT,S,15.0,KT,STL-L
KT,OB,LT103,WINE,S,18.0,KT,STL-L
KT,OB,NHC4305,OGRAH,LGE,2.0,KT,STL-L
KT,OB,S101002,BCPN,SML,5.0,KT,STL-L
KT,OB-L,2042,BEPR,TSM,5.0,KT,STL-L
KT,OB-L,3187,WWY,SML,122.0,KT,STL-L
KT,OB-L,71221,NAVY,XLG,25.0,KT,STL-L
KT,OB-L,71229,CEIL,4XL,3.0,KT,STL-L
KT,OB-L,71229,CEIL,5XL,3.0,KT,STL-L
KT,OB-L,71229,CEIL,LGE,29.0,KT,STL-L
KT,OB-L,71229,CEIL,MED,88.0,KT,STL-L
KT,OB-L,71229,CEIL,XLG,4.0,KT,STL-L
KT,OB-L,71229,NAVY,3XL,3.0,KT,STL-L
KT,OB-L,71229,NAVY,5XL,1.0,KT,STL-L
KT,OB-L,71229,NAVY,SML,6.0,KT,STL-L
KT,OB-L,75029,BEP,XXL,18.0,KT,STL-L
KT,OB-L,75029,BKP,MED,1.0,KT,STL-L
KT,OB-L,75029,BKP,SML,5.0,KT,STL-L
KT,OB-L,75029,BKP,XLG,4.0,KT,STL-L
KT,OB-L,75029,BKP,XSM,4.0,KT,STL-L
KT,OB-L,75029,BKP,XXL,8.0,KT,STL-L
KT,OB-L,75029,BNP,LGE,12.0,KT,STL-L
KT,OB-L,75029,BNP,XLG,6.0,KT,STL-L
KT,OB-L,75029,BNP,XXL,7.0,KT,STL-L
KT,OB-L,75229,CEIL,LGE,12.0,KT,STL-L
KT,OB-L,75229,GREY,LGE,2.0,KT,STL-L
KT,OB-L,75229,NAVY,LGE,8.0,KT,STL-L
KT,OB-L,75229,NAVY,SML,2.0,KT,STL-L
KT,OB-L,75229,ROYAL,SML,45.0,KT,STL-L
KT,OB-L,75229,ROYAL,XSM,10.0,KT,STL-L
KT,OB-L,75229,TEAL,MED,30.0,KT,STL-L
KT,OB-L,76029,BCP,SML,2.0,KT,STL-L
KT,OB-L,76029,BCP,XSM,1.0,KT,STL-L
KT,OB-L,76029,BCP,XXL,4.0,KT,STL-L
KT,OB-L,76029,BEP,3XL,1.0,KT,STL-L
KT,OB-L,76029,BEP,XSM,1.0,KT,STL-L
KT,OB-L,76029,BKP,XSM,4.0,KT,STL-L
KT,OB-L,76029,STP,SML,4.0,KT,STL-L
KT,OB-L,85229,CEIL,4XL,10.0,KT,STL-L
KT,OB-L,85229,CEIL,5XL,5.0,KT,STL-L
KT,OB-L,85229,CEIL,LGE,8.0,KT,STL-L
KT,OB-L,85229,CEIL,XXL,6.0,KT,STL-L
KT,OB-L,85229,GREY,XSM,1.0,KT,STL-L
KT,OB-L,85229,NAVY,3XL,5.0,KT,STL-L
KT,OB-L,85229,NAVY,LGE,17.0,KT,STL-L
KT,OB-L,85229,NAVY,MED,57.0,KT,STL-L
KT,OB-L,85229,NAVY,XLG,19.0,KT,STL-L
KT,OB-L,85229,NAVY,XXL,25.0,KT,STL-L
KT,OB-L,85229,ROYAL,LGE,36.0,KT,STL-L
KT,OB-L,85229,ROYAL,SML,4.0,KT,STL-L
KT,OB-L,85229,TEAL,LGE,2.0,KT,STL-L
KT,OB-L,85229,TEAL,XLG,1.0,KT,STL-L
KT,OB-L,C20489,BKPR,3XL,1.0,KT,STL-L
KT,OB-L,C20489,STPR,SML,2.0,KT,STL-L
KT,OB-L,C20489,STPR,XLG,2.0,KT,STL-L
KT,OB-L,C20489,TNPR,SML,5.0,KT,STL-L
KT,OB-L,C2105,BCPR,XLG,1.0,KT,STL-L
KT,OB-L,C21059,BKPR,XSM,4.0,KT,STL-L
KT,OB-L,C21059,BKPR,XXL,3.0,KT,STL-L
KT,OB-L,C21059,STPR,XXL,2.0,KT,STL-L
KT,OB-L,C21059,TNPR,5XL,1.0,KT,STL-L
KT,OB-L,C3046,STPR,XLG,18.0,KT,STL-L
KT,OB-L,C30469,BCPR,MED,7.0,KT,STL-L
KT,OB-L,C30469,BKPR,LGE,24.0,KT,STL-L
KT,OB-L,C30469,BKPR,MED,7.0,KT,STL-L
KT,OB-L,C30469,BKPR,XLG,17.0,KT,STL-L
KT,OB-L,C30469,BKPR,XXL,1.0,KT,STL-L
KT,OB-L,C30469,STPR,5XL,2.0,KT,STL-L
KT,OB-L,C30469,STPR,MED,5.0,KT,STL-L
KT,OB-L,C41719,BKPR,XLG,5.0,KT,STL-L
KT,OB-L,C41719,STPR,XXL,5.0,KT,STL-L
KT,OB-L,C4260,BCPR,LGE,1.0,KT,STL-L
KT,OB-L,C4260,BCPR,XLG,1.0,KT,STL-L
KT,OB-L,C4260,STPR,XLG,10.0,KT,STL-L
KT,OB-L,C42609,BCPR,4XL,3.0,KT,STL-L
KT,OB-L,C42609,BCPR,MED,20.0,KT,STL-L
KT,OB-L,C42609,BCPR,SML,15.0,KT,STL-L
KT,OB-L,C42609,BCPR,XLG,20.0,KT,STL-L
KT,OB-L,C42609,BEPR,4XL,1.0,KT,STL-L
KT,OB-L,C42609,BEPR,LGE,5.0,KT,STL-L
KT,OB-L,C42609,BEPR,SML,3.0,KT,STL-L
KT,OB-L,C42609,STPR,LGE,1.0,KT,STL-L
KT,OB-L,C42609,STPR,MED,3.0,KT,STL-L
KT,OB-L,C42609,TNPR,LGE,3.0,KT,STL-L
KT,OB-L,CN75221,COBLT,SML,23.0,KT,STL-L
KT,OB-L,CW1212,CW137,1SZ,2.0,KT,STL-L
KT,OB-L,CW1212,CW30,1SZ,1.0,KT,STL-L
KT,OB-L,CW1337,CW105,XL,1.0,KT,STL-L
KT,OB-L,CW1337,CW30,M,1.0,KT,STL-L
KT,OB-L,CW1337,CW40,L,6.0,KT,STL-L
KT,OB-L,CW1337,CW40,S,1.0,KT,STL-L
KT,OB-L,CW1338,CW30,L,4.0,KT,STL-L
KT,OB-L,CW1338,CW30,M,8.0,KT,STL-L
KT,OB-L,CW1338,CW30,XL,2.0,KT,STL-L
KT,OB-L,CW1338,CW30,XS,4.0,KT,STL-L
KT,OB-L,CW1430,CW30,1SZ,156.0,KT,STL-L
KT,OB-L,CW1432,CW105,1SZ,1.0,KT,STL-L
KT,OB-L,CW1432,CW30,1SZ,27.0,KT,STL-L
KT,OB-L,CW1646,CW105,1SZ,3.0,KT,STL-L
KT,OB-L,CW1650,CW30,1SZ,115.0,KT,STL-L
KT,OB-L,CW1696,CW30,1SZ,12.0,KT,STL-L
KT,OB-L,CW24043,CW30,1SZ,3.0,KT,STL-L
KT,OB-L,CW3000,CW11,L,1.0,KT,STL-L
KT,OB-L,CW3000,CW30,2X,17.0,KT,STL-L
KT,OB-L,CW3000,CW30,M,5.0,KT,STL-L
KT,OB-L,CW3000,CW30,XL,4.0,KT,STL-L
KT,OB-L,CW3000,CW50,M,3.0,KT,STL-L
KT,OB-L,CW3165,CW30,L,3.0,KT,STL-L
KT,OB-L,CW3165,CW30,M,3.0,KT,STL-L
KT,OB-L,CW3165,CW30,XL,3.0,KT,STL-L
KT,OB-L,CW3200,CW30,M,24.0,KT,STL-L
KT,OB-L,CW3200,CW30,S,2.0,KT,STL-L
KT,OB-L,CW3200,CW50,XS,3.0,KT,STL-L
KT,OB-L,CW3325,CW30,3X,6.0,KT,STL-L
KT,OB-L,CW3325,CW30,L,1.0,KT,STL-L
KT,OB-L,CW3325,CW30,XL,6.0,KT,STL-L
KT,OB-L,CW3500,CW105,XL,2.0,KT,STL-L
KT,OB-L,CW3500,CW249,L,8.0,KT,STL-L
KT,OB-L,CW3500,CW265,XL,2.0,KT,STL-L
KT,OB-L,CW3500,CW30,L,41.0,KT,STL-L
KT,OB-L,CW3500,CW30,S,6.0,KT,STL-L
KT,OB-L,CW3540,CW105,2X,33.0,KT,STL-L
KT,OB-L,CW3540,CW105,S,37.0,KT,STL-L
KT,OB-L,CW3910,CW30,XL,28.0,KT,STL-L
KT,OB-L,CW4325,CW105,XS,7.0,KT,STL-L
KT,OB-L,CW4325,CW30,2X,1.0,KT,STL-L
KT,OB-L,CW4325,CW30,XL,6.0,KT,STL-L
KT,OB-L,CW4325,CW650,M,35.0,KT,STL-L
KT,OB-L,CW4412,CW105,M,3.0,KT,STL-L
KT,OB-L,CW4412,CW105,XL,3.0,KT,STL-L
KT,OB-L,CW4412,CW40,2X,4.0,KT,STL-L
KT,OB-L,CW4412,CW40,L,8.0,KT,STL-L
KT,OB-L,CW4412,CW40,M,10.0,KT,STL-L
KT,OB-L,CW4412,CW40,XS,12.0,KT,STL-L
KT,OB-L,CW4412,CW650,XS,4.0,KT,STL-L
KT,OB-L,CW4413,CW105,M,2.0,KT,STL-L
KT,OB-L,CW4413,CW105,XL,6.0,KT,STL-L
KT,OB-L,CW4413,CW30,M,14.0,KT,STL-L
KT,OB-L,CW4413,CW56,XL,1.0,KT,STL-L
KT,OB-L,CW4413,CW650,L,23.0,KT,STL-L
KT,OB-L,CW4413,CW650,XL,1.0,KT,STL-L
KT,OB-L,CW5630,CW30,2X,3.0,KT,STL-L
KT,OB-L,CW5630,CW30,3X,1.0,KT,STL-L
KT,OB-L,CW5630,CW30,L,5.0,KT,STL-L
KT,OB-L,CW5630,CW30,M,3.0,KT,STL-L
KT,OB-L,CW5630,CW30,S,18.0,KT,STL-L
KT,OB-L,CW5630,CW40,2X,2.0,KT,STL-L
KT,OB-L,CW5630,CW40,3X,9.0,KT,STL-L
KT,OB-L,CW5630,CW40,S,1.0,KT,STL-L
KT,OB-L,CW5630,CW40,XS,4.0,KT,STL-L
KT,OB-L,CW5883,CW190,S,1.0,KT,STL-L
KT,OB-L,LB400,BLK,S,15.0,KT,STL-L
KT,OB-L,LB400,WINE,S,2.0,KT,STL-L
KT,OB-L,LB401,BLK,S,18.0,KT,STL-L
KT,OB-L,LB401,PEWT,S,18.0,KT,STL-L
KT,OB-L,LB401,ROYL,S,14.0,KT,STL-L
KT,OB-L,LJ700,BLK,S,3.0,KT,STL-L
KT,OB-L,LJ700,NVY,S,2.0,KT,STL-L
KT,OB-L,LJ700,PEWT,S,2.0,KT,STL-L
KT,OB-L,LT100,ROYL,S,19.0,KT,STL-L
KT,OB-L,LT101,BLK,S,15.0,KT,STL-L
KT,OB-L,LT101,NVY,S,15.0,KT,STL-L
KT,OB-L,LT101,PEWT,S,15.0,KT,STL-L
KT,OB-L,LT103,BLK,S,5.0,KT,STL-L
KT,OB-L,LT103,NVY,S,2.0,KT,STL-L
KT,OB-L,LT103,PEWT,S,2.0,KT,STL-L
KT,OB-L,LT103,ROYL,S,2.0,KT,STL-L
KT,OB-L,LT103,WHT,S,5.0,KT,STL-L
KT,OB-L,LT103,WINE,S,2.0,KT,STL-L
KT,OB-L,NHC4305,OGRAH,LGE,3.0,KT,STL-L
